Country,start_year,start_age,current_age,gender,mortality 
ETH,2116,1,102,male,1
ETH,2015,2,2,female,0.004539152
ETH,2015,2,2,male,0.00482804
ETH,2016,2,3,female,0.0048884
ETH,2016,2,3,male,0.0051038
ETH,2017,2,4,female,0.0045893
ETH,2017,2,4,male,0.004792
ETH,2018,2,5,female,0.001986
ETH,2018,2,5,male,0.0026973
ETH,2019,2,6,female,0.0018878
ETH,2019,2,6,male,0.0025892
ETH,2020,2,7,female,0.0017945
ETH,2020,2,7,male,0.0024855
ETH,2021,2,8,female,0.0017058
ETH,2021,2,8,male,0.002386
ETH,2022,2,9,female,0.0016214
ETH,2022,2,9,male,0.0022904
ETH,2023,2,10,female,0.001094
ETH,2023,2,10,male,0.0014015
ETH,2024,2,11,female,0.0010484
ETH,2024,2,11,male,0.0013532
ETH,2025,2,12,female,0.0010047
ETH,2025,2,12,male,0.0013065
ETH,2026,2,13,female,0.0009628
ETH,2026,2,13,male,0.0012615
ETH,2027,2,14,female,0.0009226
ETH,2027,2,14,male,0.001218
ETH,2028,2,15,female,0.0011569
ETH,2028,2,15,male,0.0018883
ETH,2029,2,16,female,0.0011136
ETH,2029,2,16,male,0.0018365
ETH,2030,2,17,female,0.001072
ETH,2030,2,17,male,0.001786
ETH,2031,2,18,female,0.0010319
ETH,2031,2,18,male,0.0017369
ETH,2032,2,19,female,0.0009933
ETH,2032,2,19,male,0.0016892
ETH,2033,2,20,female,0.001276
ETH,2033,2,20,male,0.0022413
ETH,2034,2,21,female,0.0012309
ETH,2034,2,21,male,0.0021758
ETH,2035,2,22,female,0.0011873
ETH,2035,2,22,male,0.0021122
ETH,2036,2,23,female,0.0011453
ETH,2036,2,23,male,0.0020505
ETH,2037,2,24,female,0.0011048
ETH,2037,2,24,male,0.0019906
ETH,2038,2,25,female,0.0015612
ETH,2038,2,25,male,0.0021121
ETH,2039,2,26,female,0.0015106
ETH,2039,2,26,male,0.0020502
ETH,2040,2,27,female,0.0014617
ETH,2040,2,27,male,0.0019901
ETH,2041,2,28,female,0.0014143
ETH,2041,2,28,male,0.0019317
ETH,2042,2,29,female,0.0013685
ETH,2042,2,29,male,0.0018751
ETH,2043,2,30,female,0.0020189
ETH,2043,2,30,male,0.0023474
ETH,2044,2,31,female,0.001963
ETH,2044,2,31,male,0.0022858
ETH,2045,2,32,female,0.0019086
ETH,2045,2,32,male,0.0022257
ETH,2046,2,33,female,0.0018558
ETH,2046,2,33,male,0.0021672
ETH,2047,2,34,female,0.0018044
ETH,2047,2,34,male,0.0021103
ETH,2048,2,35,female,0.0030137
ETH,2048,2,35,male,0.0029192
ETH,2049,2,36,female,0.0029509
ETH,2049,2,36,male,0.0028533
ETH,2050,2,37,female,0.0028894
ETH,2050,2,37,male,0.0027889
ETH,2051,2,38,female,0.0028291
ETH,2051,2,38,male,0.0027259
ETH,2052,2,39,female,0.0027701
ETH,2052,2,39,male,0.0026644
ETH,2053,2,40,female,0.0035873
ETH,2053,2,40,male,0.0033546
ETH,2054,2,41,female,0.0035234
ETH,2054,2,41,male,0.0032842
ETH,2055,2,42,female,0.0034608
ETH,2055,2,42,male,0.0032154
ETH,2056,2,43,female,0.0033992
ETH,2056,2,43,male,0.003148
ETH,2057,2,44,female,0.0033387
ETH,2057,2,44,male,0.003082
ETH,2058,2,45,female,0.0032884
ETH,2058,2,45,male,0.0035545
ETH,2059,2,46,female,0.0032265
ETH,2059,2,46,male,0.0034804
ETH,2060,2,47,female,0.0031658
ETH,2060,2,47,male,0.0034079
ETH,2061,2,48,female,0.0031062
ETH,2061,2,48,male,0.0033369
ETH,2062,2,49,female,0.0030478
ETH,2062,2,49,male,0.0032673
ETH,2063,2,50,female,0.0038363
ETH,2063,2,50,male,0.0048225
ETH,2064,2,51,female,0.0037662
ETH,2064,2,51,male,0.0047339
ETH,2065,2,52,female,0.0036975
ETH,2065,2,52,male,0.0046468
ETH,2066,2,53,female,0.0036299
ETH,2066,2,53,male,0.0045614
ETH,2067,2,54,female,0.0035636
ETH,2067,2,54,male,0.0044775
ETH,2068,2,55,female,0.0038724
ETH,2068,2,55,male,0.0054902
ETH,2069,2,56,female,0.0037936
ETH,2069,2,56,male,0.0053878
ETH,2070,2,57,female,0.0037164
ETH,2070,2,57,male,0.0052873
ETH,2071,2,58,female,0.0036407
ETH,2071,2,58,male,0.0051887
ETH,2072,2,59,female,0.0035666
ETH,2072,2,59,male,0.005092
ETH,2073,2,60,female,0.0055042
ETH,2073,2,60,male,0.0083987
ETH,2074,2,61,female,0.0053979
ETH,2074,2,61,male,0.0082603
ETH,2075,2,62,female,0.0052936
ETH,2075,2,62,male,0.0081241
ETH,2076,2,63,female,0.0051913
ETH,2076,2,63,male,0.0079903
ETH,2077,2,64,female,0.0050911
ETH,2077,2,64,male,0.0078586
ETH,2078,2,65,female,0.0087388
ETH,2078,2,65,male,0.0130302
ETH,2079,2,66,female,0.0085838
ETH,2079,2,66,male,0.0128367
ETH,2080,2,67,female,0.0084316
ETH,2080,2,67,male,0.012646
ETH,2081,2,68,female,0.008282
ETH,2081,2,68,male,0.0124583
ETH,2082,2,69,female,0.0081351
ETH,2082,2,69,male,0.0122732
ETH,2083,2,70,female,0.0147839
ETH,2083,2,70,male,0.0198535
ETH,2084,2,71,female,0.0145484
ETH,2084,2,71,male,0.0195726
ETH,2085,2,72,female,0.0143166
ETH,2085,2,72,male,0.0192956
ETH,2086,2,73,female,0.0140885
ETH,2086,2,73,male,0.0190226
ETH,2087,2,74,female,0.013864
ETH,2087,2,74,male,0.0187534
ETH,2088,2,75,female,0.0267653
ETH,2088,2,75,male,0.033382
ETH,2089,2,76,female,0.0264055
ETH,2089,2,76,male,0.0329664
ETH,2090,2,77,female,0.0260506
ETH,2090,2,77,male,0.032556
ETH,2091,2,78,female,0.0257004
ETH,2091,2,78,male,0.0321506
ETH,2092,2,79,female,0.0253549
ETH,2092,2,79,male,0.0317504
ETH,2093,2,80,female,0.0498982
ETH,2093,2,80,male,0.0556031
ETH,2094,2,81,female,0.0493511
ETH,2094,2,81,male,0.0549891
ETH,2095,2,82,female,0.04881
ETH,2095,2,82,male,0.0543818
ETH,2096,2,83,female,0.0482749
ETH,2096,2,83,male,0.0537813
ETH,2097,2,84,female,0.0477456
ETH,2097,2,84,male,0.0531874
ETH,2098,2,85,female,0.089202
ETH,2098,2,85,male,0.0962005
ETH,2099,2,86,female,0.0884321
ETH,2099,2,86,male,0.0953127
ETH,2100,2,87,female,0.0876689
ETH,2100,2,87,male,0.0944331
ETH,2101,2,88,female,0.0869122
ETH,2101,2,88,male,0.0935616
ETH,2102,2,89,female,0.0861621
ETH,2102,2,89,male,0.0926981
ETH,2103,2,90,female,0.1560019
ETH,2103,2,90,male,0.1628799
ETH,2104,2,91,female,0.1550145
ETH,2104,2,91,male,0.1616923
ETH,2105,2,92,female,0.1540334
ETH,2105,2,92,male,0.1605134
ETH,2106,2,93,female,0.1530585
ETH,2106,2,93,male,0.1593431
ETH,2107,2,94,female,0.1520898
ETH,2107,2,94,male,0.1581814
ETH,2108,2,95,female,0.2581876
ETH,2108,2,95,male,0.2631098
ETH,2109,2,96,female,0.2570826
ETH,2109,2,96,male,0.2616902
ETH,2110,2,97,female,0.2559822
ETH,2110,2,97,male,0.2602783
ETH,2111,2,98,female,0.2548867
ETH,2111,2,98,male,0.258874
ETH,2112,2,99,female,0.2537958
ETH,2112,2,99,male,0.2574773
ETH,2113,2,100,female,0.4069335
ETH,2113,2,100,male,0.4019644
ETH,2114,2,101,female,0.4059383
ETH,2114,2,101,male,0.4005065
ETH,2115,2,102,female,0.4049455
ETH,2115,2,102,male,0.3990539
ETH,2116,2,103,female,1
ETH,2116,2,103,male,1
ETH,2015,3,3,female,0.004539152
ETH,2015,3,3,male,0.00482804
ETH,2016,3,4,female,0.0048884
ETH,2016,3,4,male,0.0051038
ETH,2017,3,5,female,0.0020893
ETH,2017,3,5,male,0.0028098
ETH,2018,3,6,female,0.001986
ETH,2018,3,6,male,0.0026973
ETH,2019,3,7,female,0.0018878
ETH,2019,3,7,male,0.0025892
ETH,2020,3,8,female,0.0017945
ETH,2020,3,8,male,0.0024855
ETH,2021,3,9,female,0.0017058
ETH,2021,3,9,male,0.002386
ETH,2022,3,10,female,0.0011417
ETH,2022,3,10,male,0.0014515
ETH,2023,3,11,female,0.001094
ETH,2023,3,11,male,0.0014015
ETH,2024,3,12,female,0.0010484
ETH,2024,3,12,male,0.0013532
ETH,2025,3,13,female,0.0010047
ETH,2025,3,13,male,0.0013065
ETH,2026,3,14,female,0.0009628
ETH,2026,3,14,male,0.0012615
ETH,2027,3,15,female,0.0012019
ETH,2027,3,15,male,0.0019417
ETH,2028,3,16,female,0.0011569
ETH,2028,3,16,male,0.0018883
ETH,2029,3,17,female,0.0011136
ETH,2029,3,17,male,0.0018365
ETH,2030,3,18,female,0.001072
ETH,2030,3,18,male,0.001786
ETH,2031,3,19,female,0.0010319
ETH,2031,3,19,male,0.0017369
ETH,2032,3,20,female,0.0013228
ETH,2032,3,20,male,0.0023087
ETH,2033,3,21,female,0.001276
ETH,2033,3,21,male,0.0022413
ETH,2034,3,22,female,0.0012309
ETH,2034,3,22,male,0.0021758
ETH,2035,3,23,female,0.0011873
ETH,2035,3,23,male,0.0021122
ETH,2036,3,24,female,0.0011453
ETH,2036,3,24,male,0.0020505
ETH,2037,3,25,female,0.0016135
