Country,start_year,start_age,current_age,gender,mortality 
NGA,2038,-3,20,female,0.003726712
NGA,2038,-3,20,male,0.004442961
NGA,2039,-3,21,female,0.003691951
NGA,2039,-3,21,male,0.00439638
NGA,2040,-3,22,female,0.003657513
NGA,2040,-3,22,male,0.00435029
NGA,2041,-3,23,female,0.003623396
NGA,2041,-3,23,male,0.004304681
NGA,2042,-3,24,female,0.003589597
NGA,2042,-3,24,male,0.004259549
NGA,2043,-3,25,female,0.00589982
NGA,2043,-3,25,male,0.00535711
NGA,2044,-3,26,female,0.005877724
NGA,2044,-3,26,male,0.005315708
NGA,2045,-3,27,female,0.005855707
NGA,2045,-3,27,male,0.005274622
NGA,2046,-3,28,female,0.005833774
NGA,2046,-3,28,male,0.005233857
NGA,2047,-3,29,female,0.005811923
NGA,2047,-3,29,male,0.005193404
NGA,2048,-3,30,female,0.00896882
NGA,2048,-3,30,male,0.007373692
NGA,2049,-3,31,female,0.00897828
NGA,2049,-3,31,male,0.007349776
NGA,2050,-3,32,female,0.008987747
NGA,2050,-3,32,male,0.007325941
NGA,2051,-3,33,female,0.008997228
NGA,2051,-3,33,male,0.00730218
NGA,2052,-3,34,female,0.009006714
NGA,2052,-3,34,male,0.007278499
NGA,2053,-3,35,female,0.013619169
NGA,2053,-3,35,male,0.011124539
NGA,2054,-3,36,female,0.013694141
NGA,2054,-3,36,male,0.011139859
NGA,2055,-3,37,female,0.013769526
NGA,2055,-3,37,male,0.011155194
NGA,2056,-3,38,female,0.013845326
NGA,2056,-3,38,male,0.01117055
NGA,2057,-3,39,female,0.013921544
NGA,2057,-3,39,male,0.011185928
NGA,2058,-3,40,female,0.013714411
NGA,2058,-3,40,male,0.012231223
NGA,2059,-3,41,female,0.013768988
NGA,2059,-3,41,male,0.012234192
NGA,2060,-3,42,female,0.013823775
NGA,2060,-3,42,male,0.012237162
NGA,2061,-3,43,female,0.013878786
NGA,2061,-3,43,male,0.012240127
NGA,2062,-3,44,female,0.01393401
NGA,2062,-3,44,male,0.012243098
NGA,2063,-3,45,female,0.012997441
NGA,2063,-3,45,male,0.012757345
NGA,2064,-3,46,female,0.013023205
NGA,2064,-3,46,male,0.012738422
NGA,2065,-3,47,female,0.013049015
NGA,2065,-3,47,male,0.012719528
NGA,2066,-3,48,female,0.013074881
NGA,2066,-3,48,male,0.012700661
NGA,2067,-3,49,female,0.013100799
NGA,2067,-3,49,male,0.012681822
NGA,2068,-3,50,female,0.014104667
NGA,2068,-3,50,male,0.014672821
NGA,2069,-3,51,female,0.014103047
NGA,2069,-3,51,male,0.014631153
NGA,2070,-3,52,female,0.014101425
NGA,2070,-3,52,male,0.014589597
NGA,2071,-3,53,female,0.014099798
NGA,2071,-3,53,male,0.014548165
NGA,2072,-3,54,female,0.014098179
NGA,2072,-3,54,male,0.01450685
NGA,2073,-3,55,female,0.016574375
NGA,2073,-3,55,male,0.01743128
NGA,2074,-3,56,female,0.016544528
NGA,2074,-3,56,male,0.01736116
NGA,2075,-3,57,female,0.016514735
NGA,2075,-3,57,male,0.017291332
NGA,2076,-3,58,female,0.016484994
NGA,2076,-3,58,male,0.017221777
NGA,2077,-3,59,female,0.016455317
NGA,2077,-3,59,male,0.017152499
NGA,2078,-3,60,female,0.025890131
NGA,2078,-3,60,male,0.025507702
NGA,2079,-3,61,female,0.025844542
NGA,2079,-3,61,male,0.025408488
NGA,2080,-3,62,female,0.025799034
NGA,2080,-3,62,male,0.025309652
NGA,2081,-3,63,female,0.025753606
NGA,2081,-3,63,male,0.025211208
NGA,2082,-3,64,female,0.025708264
NGA,2082,-3,64,male,0.025113145
NGA,2083,-3,65,female,0.042526633
NGA,2083,-3,65,male,0.039551765
NGA,2084,-3,66,female,0.042470135
NGA,2084,-3,66,male,0.039418358
NGA,2085,-3,67,female,0.0424137
NGA,2085,-3,67,male,0.039285403
NGA,2086,-3,68,female,0.042357344
NGA,2086,-3,68,male,0.039152898
NGA,2087,-3,69,female,0.075029977
NGA,2087,-3,69,male,0.066649817
NGA,2088,-3,70,female,0.074976325
NGA,2088,-3,70,male,0.066466346
NGA,2089,-3,71,female,0.074922703
NGA,2089,-3,71,male,0.066283375
NGA,2090,-3,72,female,0.074869134
NGA,2090,-3,72,male,0.06610091
NGA,2091,-3,73,female,0.074815601
NGA,2091,-3,73,male,0.065918945
NGA,2092,-3,74,female,0.074762106
NGA,2092,-3,74,male,0.065737486
NGA,2093,-3,75,female,0.131393835
NGA,2093,-3,75,male,0.115029119
NGA,2094,-3,76,female,0.131381035
NGA,2094,-3,76,male,0.114799522
NGA,2095,-3,77,female,0.13136825
NGA,2095,-3,77,male,0.114570387
NGA,2096,-3,78,female,0.131355435
NGA,2096,-3,78,male,0.114341713
NGA,2097,-3,79,female,0.131342635
NGA,2097,-3,79,male,0.114113487
NGA,2098,-3,80,female,0.226030275
NGA,2098,-3,80,male,0.196538657
NGA,2099,-3,81,female,0.226109132
NGA,2099,-3,81,male,0.196282491
NGA,2100,-3,82,female,0.226188019
NGA,2100,-3,82,male,0.196026668
NGA,2101,-3,83,female,0.226266935
NGA,2101,-3,83,male,0.195771158
NGA,2102,-3,84,female,0.226345867
NGA,2102,-3,84,male,0.19551599
NGA,2103,-3,85,female,0.337394238
NGA,2103,-3,85,male,0.306394428
NGA,2104,-3,86,female,0.337537706
NGA,2104,-3,86,male,0.306118071
NGA,2105,-3,87,female,0.337681234
NGA,2105,-3,87,male,0.305841982
NGA,2106,-3,88,female,0.337824792
NGA,2106,-3,88,male,0.305566162
